"Id","R","Nome","Squadra","Pv","Mv","Mf","Gf","Gs","Rp","Rc","R+","R-","Ass","Amm","Esp","Au"
"4493","D","Dawidowicz","Verona","15","5.77","5.67","0","0","0","0","0","0","0","3","0","0"
"4519","D","Cetin","Verona","1","6","6","0","0","0","0","0","0","0","0","0","0"
"4758","D","Benkovic","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4932","D","Ballarini","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4950","D","Dalle Mura","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4984","D","Ramos","Spezia","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4997","D","Ruegg","Verona","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5017","D","Ballo-Toure'","Milan","7","5.64","5.5","0","0","0","0","0","0","0","2","0","0"
"5316","D","Amione","Verona","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5398","D","Reynolds","Roma","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5465","D","Sy","Salernitana","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5473","D","Kaique Rocha","Sampdoria","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5483","D","Schnegg","Venezia","3","5.67","5.67","0","0","0","0","0","0","0","1","0","0"
"5701","D","Obert","Cagliari","4","5.88","5.88","0","0","0","0","0","0","0","0","0","0"
"5739","D","De Winter","Juventus","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5773","D","Ullmann","Venezia","4","5.5","5.5","0","0","0","0","0","0","0","0","0","0"
"5820","D","Bertola","Spezia","1","6.5","6.5","0","0","0","0","0","0","0","0","0","0"
"645","C","Milinkovic-Savic","Lazio","37","6.51","7.59","11","0","0","0","0","0","10","4","1","0"
"2077","C","Pasalic","Atalanta","33","6.24","7.56","13","0","0","0","0","0","6","3","0","0"
"2172","C","Barak","Verona","29","6.31","7.48","11","0","0","4","4","0","3","4","0","0"
"704","C","Perisic","Inter","35","6.4","7.2","8","0","0","1","1","0","6","4","0","0"
"2194","C","Calhanoglu","Inter","33","6.36","7.2","7","0","0","3","3","0","12","11","0","0"
"2775","C","Ruiz","Napoli","31","6.42","7.19","7","0","0","0","0","0","4","2","0","0"
"530","C","Pellegrini Lo.","Roma","27","6.28","7.13","9","0","0","3","2","1","3","6","1","0"
"632","C","Zaccagni","Lazio","30","6.3","6.93","6","0","0","1","1","0","4","6","0","0"
"1870","C","Barella","Inter","36","6.49","6.92","3","0","0","0","0","0","11","9","0","0"
"5451","C","Bajrami","Empoli","34","6.25","6.88","6","0","0","3","3","0","5","3","0","0"
"332","C","Candreva","Sampdoria","36","6.18","6.85","7","0","0","2","1","1","10","6","1","0"
"335","C","Felipe Anderson","Lazio","38","6.14","6.8","6","0","0","0","0","0","8","2","0","0"
"376","C","Verdi","Salernitana","17","6.24","7.21","6","0","0","1","1","0","0","3","0","0"
"152","C","Zielinski","Napoli","34","6.12","6.78","6","0","0","0","0","0","5","1","0","0"
"1980","C","Aramu","Venezia","32","6.14","6.77","7","0","0","4","3","1","5","6","0","0"
"2857","C","Traore' Hj.","Sassuolo","28","6.2","6.93","7","0","0","0","0","0","1","3","0","0"
"2085","C","Luis Alberto","Lazio","34","6.15","6.81","5","0","0","0","0","0","10","5","0","0"
"2529","C","Mkhitaryan","Roma","31","6.21","6.82","5","0","0","0","0","0","6","2","1","0"
"4427","C","Malinovskyi","Atalanta","29","6.26","6.88","6","0","0","0","0","0","5","10","0","0"
"4449","C","Tonali","Milan","34","6.37","6.74","5","0","0","0","0","0","2","9","0","0"
"150","C","Saponara","Fiorentina","24","6.31","6.79","3","0","0","0","0","0","3","1","0","0"
"4890","C","Tameze","Verona","36","6.25","6.58","4","0","0","0","0","0","2","4","0","0"
"5685","C","Koopmeiners","Atalanta","28","6.3","6.62","4","0","0","0","0","0","1","4","0","1"
"1850","C","Kessie'","Milan","30","6.1","6.57","6","0","0","3","2","1","0","2","0","0"
"2167","C","Orsolini","Bologna","26","6.04","6.81","6","0","0","2","2","0","3","2","0","0"
"4376","C","Zurkowski","Empoli","33","6.17","6.7","6","0","0","0","0","0","2","5","0","0"
"5298","C","Pobega","Torino","31","6.26","6.5","4","0","0","0","0","0","1","11","0","0"
"2215","C","Veretout","Roma","35","6.06","6.46","4","0","0","2","1","1","8","6","0","0"
"4970","C","Messias","Milan","26","6","6.62","5","0","0","0","0","0","2","2","0","0"
"236","C","Lazovic","Verona","34","6.22","6.49","1","0","0","0","0","0","7","2","0","0"
"265","C","Brozovic","Inter","35","6.31","6.41","2","0","0","0","0","0","1","7","0","0"
"367","C","Bonaventura","Fiorentina","31","6.18","6.56","4","0","0","0","0","0","4","6","1","0"
"467","C","Nainggolan","Inter","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1972","C","Torreira","Fiorentina","30","6.18","6.55","5","0","0","0","0","0","1","8","1","0"
"4886","C","Pereiro","Cagliari","18","6","6.78","4","0","0","0","0","0","2","1","0","0"
"827","C","Locatelli","Juventus","29","6.16","6.47","3","0","0","0","0","0","3","6","0","0"
"1987","C","Jankto","Sampdoria","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","C","Chiesa","Juventus","14","6.21","6.79","2","0","0","0","0","0","2","0","0","0"
"2009","C","Lukic","Torino","35","6.1","6.5","5","0","0","3","3","0","4","10","0","0"
"2848","C","Frattesi","Sassuolo","36","6.08","6.36","4","0","0","0","0","0","3","6","0","1"
"4479","C","Elmas","Napoli","32","6.11","6.48","3","0","0","0","0","0","4","3","0","0"
"4825","C","Diaz B.","Milan","29","6.07","6.41","3","0","0","0","0","0","3","4","0","0"
"5119","C","Samardzic","Udinese","13","6.12","6.73","2","0","0","0","0","0","2","0","0","0"
"302","C","Pereyra","Udinese","23","6.15","6.41","3","0","0","2","1","1","5","8","1","0"
"2744","C","Svanberg","Bologna","35","5.99","6.23","3","0","0","0","0","0","3","7","0","0"
"2818","C","Bennacer","Milan","28","6.27","6.41","2","0","0","0","0","0","1","7","0","0"
"4287","C","Lobotka","Napoli","21","6.29","6.38","1","0","0","0","0","0","0","2","0","0"
"4658","C","Ikone'","Fiorentina","15","5.87","6.1","1","0","0","0","0","0","1","1","0","0"
"4973","C","Mckennie","Juventus","19","6.18","6.63","3","0","0","0","0","0","0","1","0","0"
"4988","C","Maggiore","Spezia","35","6.07","6.2","2","0","0","0","0","0","3","9","0","0"
"5759","C","Oliveira","Roma","13","5.85","6.12","2","0","0","1","1","0","0","5","0","0"
"801","C","Gagliardini","Inter","15","6.1","6.57","2","0","0","0","0","0","2","2","0","0"
"2065","C","Praet","Torino","23","6.09","6.37","2","0","0","0","0","0","2","3","0","0"
"2432","C","Zakaria","Juventus","9","5.89","6.28","1","0","0","0","0","0","1","1","0","0"
"2833","C","Kulusevski","Juventus","15","6.07","6.43","1","0","0","0","0","0","3","1","0","0"
"2839","C","Sottil","Fiorentina","22","6","6.41","3","0","0","0","0","0","2","2","1","0"
"4515","C","Agudelo","Spezia","23","5.89","6.26","3","0","0","0","0","0","1","1","1","0"
"4681","C","Lopez M.","Sassuolo","34","6.09","6.1","2","0","0","0","0","0","1","14","0","0"
"4892","C","Saelemaekers","Milan","34","6.01","6.16","1","0","0","0","0","0","3","2","0","0"
"5007","C","Ilic","Verona","32","6.06","6.08","1","0","0","0","0","0","3","5","1","1"
"5457","C","Maleh","Fiorentina","23","6.07","6.26","2","0","0","0","0","0","1","5","0","0"
"5486","C","Crnigoj","Venezia","32","5.97","6.23","3","0","0","0","0","0","1","3","0","0"
"22","C","De Roon","Atalanta","30","5.95","6.13","3","0","0","0","0","0","0","5","1","0"
"333","C","Cataldi","Lazio","30","6.03","6.08","1","0","0","0","0","0","2","7","0","0"
"526","C","Duncan","Fiorentina","31","5.92","6.13","2","0","0","0","0","0","2","3","0","0"
"1871","C","Deiola","Cagliari","31","5.82","6.16","4","0","0","0","0","0","1","5","0","0"
"2414","C","Vidal","Inter","24","6.06","6.19","1","0","0","0","0","0","1","3","0","0"
"2625","C","Soriano","Bologna","35","5.87","5.87","0","0","0","0","0","0","4","4","2","0"
"4220","C","Zambo Anguissa","Napoli","23","6.28","6.22","0","0","0","0","0","0","1","5","0","0"
"4498","C","Henderson L.","Empoli","34","6","6.21","2","0","0","0","0","0","3","4","0","0"
"4693","C","Amiri","Genoa","12","6.04","6.12","0","0","0","0","0","0","1","0","0","0"
"5001","C","Miranchuk","Atalanta","18","5.89","6.44","2","0","0","0","0","0","4","0","0","0"
"5788","C","Sabiri","Sampdoria","13","6.15","6.88","3","0","0","0","0","0","2","3","0","0"
"5792","C","Ederson D.s.","Salernitana","15","6.17","6.47","2","0","0","0","0","0","1","5","0","0"
"148","C","Krunic","Milan","23","6.13","6.15","0","0","0","0","0","0","1","2","0","0"
"779","C","Cristante","Roma","34","5.97","5.96","2","0","0","0","0","0","0","9","0","1"
"2253","C","Bandinelli","Empoli","33","5.88","6","2","0","0","0","0","0","3","10","0","0"
"2766","C","Zaniolo","Roma","27","6","6.02","2","0","0","0","0","0","1","9","2","0"
"2778","C","Stulac","Empoli","21","5.95","6.31","2","0","0","0","0","0","2","1","0","0"
"4393","C","Schouten","Bologna","17","5.97","6.09","1","0","0","0","0","0","1","2","1","0"
"4404","C","Thorsby","Sampdoria","35","5.86","6","3","0","0","0","0","0","1","10","0","0"
"4965","C","Marin","Cagliari","36","5.9","5.96","0","0","0","0","0","0","5","4","1","0"
"5329","C","Makengo","Udinese","33","5.91","5.98","1","0","0","0","0","0","3","5","1","0"
"5719","C","Asllani","Empoli","18","6","6.17","1","0","0","0","0","0","1","2","0","0"
"1978","C","Sensi","Sampdoria","14","5.93","6.11","1","0","0","0","0","0","0","1","0","0"
"1995","C","Djuricic","Sassuolo","10","6.1","6.75","2","0","0","0","0","0","1","1","0","0"
"2121","C","Melegoni","Genoa","22","5.89","6","1","0","0","0","0","0","0","1","0","0"
"2144","C","Coulibaly M.","Salernitana","12","6.08","6.54","2","0","0","0","0","0","0","1","0","0"
"2166","C","Bentancur","Juventus","17","6.03","6.06","0","0","0","0","0","0","1","1","0","0"
"2741","C","Pessina","Atalanta","24","5.9","6.06","1","0","0","0","0","0","1","0","0","0"
"4377","C","Castrovilli","Fiorentina","23","6.02","6.11","1","0","0","0","0","0","1","4","0","0"
"4522","C","Amrabat","Fiorentina","18","6.06","6.08","1","0","0","0","0","0","0","6","0","0"
"5800","C","Gudmundsson A.","Genoa","11","5.68","5.82","1","0","0","0","0","0","0","3","0","0"
"27","C","Grassi","Cagliari","28","5.95","5.88","0","0","0","0","0","0","1","4","1","0"
"184","C","Bernardeschi","Juventus","26","5.9","6.04","1","0","0","0","0","0","3","5","0","0"
"2117","C","Kastanos","Salernitana","25","5.9","5.94","1","0","0","0","0","0","1","4","1","0"
"2392","C","Walace","Udinese","35","5.89","5.86","1","0","0","0","0","0","0","6","1","0"
"4370","C","Portanova","Genoa","23","5.89","5.93","1","0","0","0","0","0","0","4","0","0"
"4415","C","Skov Olsen","Bologna","16","5.81","5.94","0","0","0","0","0","0","2","0","0","0"
"4459","C","Rovella","Genoa","20","6.1","6.12","0","0","0","0","0","0","3","5","0","0"
"4869","C","Dominguez","Bologna","27","6.06","6.02","0","0","0","0","0","0","3","8","0","0"
"5287","C","Arslan","Udinese","29","6.02","5.97","1","0","0","0","0","0","0","9","0","0"
"5397","C","Kovalenko","Spezia","22","5.86","6.07","1","0","0","0","0","0","3","4","0","0"
"5453","C","Ricci S.","Torino","30","5.88","5.95","1","0","0","0","0","0","1","2","1","0"
"170","C","Badelj","Genoa","34","5.76","5.79","1","0","0","0","0","0","0","4","0","0"
"237","C","Perotti","Salernitana","9","5.78","5.44","0","0","0","1","0","1","0","1","0","0"
"406","C","Callejon","Fiorentina","24","5.79","6","1","0","0","0","0","0","2","0","0","0"
"788","C","Freuler","Atalanta","29","5.93","5.83","1","0","0","0","0","0","1","10","0","1"
"1933","C","Mandragora","Torino","18","6.14","6.06","0","0","0","0","0","0","2","5","1","0"
"2011","C","Miguel Veloso","Verona","21","6.05","6.02","0","0","0","0","0","0","3","5","1","0"
"2076","C","Rog","Cagliari","8","5.81","5.94","0","0","0","0","0","0","1","0","0","0"
"4514","C","Nandez","Cagliari","20","6.02","6.02","0","0","0","0","0","0","2","4","0","0"
"5422","C","Zalewski","Roma","13","5.85","5.81","0","0","0","0","0","0","0","1","0","0"
"5504","C","Coulibaly L.","Salernitana","31","5.79","5.74","0","0","0","0","0","0","0","3","0","0"
"5507","C","Busio","Venezia","28","5.88","5.88","1","0","0","0","0","0","1","8","0","0"
"5791","C","Frendrup","Genoa","10","5.8","5.75","0","0","0","0","0","0","0","1","0","0"
"238","C","Rincon","Sampdoria","21","5.81","5.69","0","0","0","0","0","0","0","5","0","0"
"272","C","Medel","Bologna","33","5.83","5.71","0","0","0","0","0","0","1","8","1","0"
"2209","C","Lucas Leiva","Lazio","31","5.79","5.65","0","0","0","0","0","0","0","9","0","0"
"2379","C","Rabiot","Juventus","29","5.71","5.69","0","0","0","0","0","0","2","5","0","0"
"4384","C","Jagiello","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4701","C","Cuisance","Venezia","13","5.69","5.62","0","0","0","0","0","0","0","2","0","0"
"5490","C","Peretz","Venezia","15","5.9","5.93","0","0","0","0","0","0","1","2","0","0"
"5499","C","Hongla","Verona","13","5.77","5.88","1","0","0","0","0","0","0","3","0","0"
"5511","C","Matheus Henrique","Sassuolo","20","5.88","5.8","0","0","0","0","0","0","0","3","0","0"
"5674","C","Basic","Lazio","20","5.85","5.88","0","0","0","0","0","0","2","3","0","0"
"5784","C","Aebischer","Bologna","8","5.88","5.81","0","0","0","0","0","0","0","1","0","0"
"5798","C","Bohinen","Salernitana","10","5.95","5.8","0","0","0","0","0","0","1","5","0","0"
"181","C","Vecino","Inter","10","6","6.25","1","0","0","0","0","0","0","2","0","0"
"264","C","Bessa","Verona","18","5.78","5.86","1","0","0","0","0","0","1","3","1","0"
"305","C","Sturaro","Genoa","25","5.7","5.48","0","0","0","0","0","0","0","11","0","0"
"434","C","Jajalo","Udinese","12","5.88","5.88","0","0","0","0","0","0","1","2","0","0"
"556","C","Baselli","Cagliari","12","5.88","5.92","0","0","0","0","0","0","1","1","0","0"
"557","C","Benassi","Empoli","14","5.75","5.71","0","0","0","0","0","0","0","2","0","0"
"2154","C","Vignato","Bologna","17","5.91","5.91","0","0","0","0","0","0","1","2","0","0"
"2391","C","Ekdal","Sampdoria","25","5.78","5.68","1","0","0","0","0","0","0","9","1","0"
"2703","C","Adrien Silva","Sampdoria","15","5.67","5.57","0","0","0","0","0","0","1","3","1","0"
"2855","C","Vieira","Sampdoria","11","5.77","5.64","0","0","0","0","0","0","0","3","0","0"
"4285","C","Arthur","Juventus","15","5.93","5.83","0","0","0","0","0","0","0","3","0","0"
"4725","C","Demme","Napoli","13","5.92","6","1","0","0","0","0","0","0","4","0","0"
"5470","C","Schiavone","Salernitana","11","5.95","6.18","1","0","0","0","0","0","0","1","0","0"
"5488","C","Fiordilino","Venezia","13","5.85","5.77","0","0","0","0","0","0","0","2","0","0"
"5491","C","Taugourdeau","Venezia","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5508","C","Vacca","Venezia","21","5.86","5.74","0","0","0","0","0","0","0","5","0","0"
"5705","C","Galdames","Genoa","18","5.64","5.58","0","0","0","0","0","0","0","2","0","0"
"560","C","Obi","Salernitana","20","5.85","5.8","0","0","0","0","0","0","1","4","0","0"
"2107","C","Kiyine","Venezia","26","5.77","5.6","1","0","0","1","0","1","0","7","1","0"
"2161","C","Haas","Empoli","16","5.88","5.91","0","0","0","0","0","0","2","3","0","0"
"2334","C","Leris","Sampdoria","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2825","C","Bourabia","Spezia","8","6.06","6.38","1","0","0","0","0","0","0","1","0","0"
"4411","C","Agoume","Inter","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4894","C","Haraslin","Sassuolo","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4978","C","Damsgaard","Sampdoria","9","5.78","5.72","0","0","0","0","0","0","0","1","0","0"
"5462","C","Ciervo","Sassuolo","7","6","6.14","0","0","0","0","0","0","1","0","0","0"
"5468","C","Cavion","Salernitana","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5813","C","Miretti","Juventus","4","6","6","0","0","0","0","0","0","0","0","0","0"
"173","C","Capezzi","Salernitana","4","5.75","5.75","0","0","0","0","0","0","0","0","0","0"
"440","C","Viola","Bologna","3","5.67","5.67","0","0","0","0","0","0","0","0","0","0"
"528","C","Magnanelli","Sassuolo","5","5.8","5.8","0","0","0","0","0","0","0","1","0","0"
"600","C","Verre","Empoli","16","5.69","5.62","0","0","0","0","0","0","1","2","1","0"
"644","C","Pulgar","Fiorentina","4","5.75","5.75","0","0","0","0","0","0","1","2","0","0"
"2008","C","Linetty","Torino","16","5.78","5.72","0","0","0","0","0","0","0","2","0","0"
"2286","C","Crociata","Empoli","1","6","6","0","0","0","0","0","0","0","0","0","0"
"2302","C","Behrami","Genoa","8","5.75","5.56","0","0","0","0","0","0","0","3","0","0"
"2472","C","Ramsey","Juventus","3","5.83","5.83","0","0","0","0","0","0","0","0","0","0"
"2639","C","Bakayoko","Milan","11","5.73","5.64","0","0","0","0","0","0","0","3","0","0"
"2692","C","Castillejo","Milan","3","6.33","6.17","0","0","0","0","0","0","0","1","0","0"
"4385","C","Lazaro","Inter","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4389","C","Anderson A.","Lazio","2","6.25","6","0","0","0","0","0","0","0","1","0","0"
"4423","C","Hernani","Genoa","14","5.64","5.64","0","0","0","0","0","0","0","0","0","0"
"4921","C","Askildsen","Sampdoria","15","5.8","5.5","0","0","0","0","0","0","0","5","0","1"
"5423","C","Bove","Roma","2","6.5","8","1","0","0","0","0","0","0","0","0","0"
"5487","C","Heymans","Venezia","6","5.83","5.67","0","0","0","0","0","0","1","4","0","0"
"5492","C","Tessmann","Venezia","17","5.65","5.56","0","0","0","0","0","0","0","1","1","0"
"5501","C","Sigurdsson A.","Venezia","6","5.75","5.75","0","0","0","0","0","0","0","0","0","0"
"5510","C","Romero L.","Lazio","2","5.5","5.5","0","0","0","0","0","0","0","0","0","0"
"5688","C","Harroui","Sassuolo","10","5.8","5.7","0","0","0","0","0","0","0","2","0","0"
"5722","C","Nguiamba","Spezia","2","6.25","6","0","0","0","0","0","0","0","1","0","0"
"58","C","Diawara","Roma","3","5.67","5.67","0","0","0","0","0","0","0","0","0","0"
"400","C","Dezi","Venezia","1","6","6","0","0","0","0","0","0","0","0","0","0"
"470","C","Strootman","Cagliari","9","5.72","5.5","0","0","0","0","0","0","0","4","0","0"
"2213","C","Cassata","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2835","C","Kingsley","Bologna","2","5.5","5.5","0","0","0","0","0","0","0","0","0","0"
"4327","C","Oliva","Cagliari","1","6","6","0","0","0","0","0","0","0","0","0","0"
"4465","C","Fagioli","Juventus","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4501","C","Obiang","Sassuolo","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4885","C","Villar","Roma","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4896","C","Maldini","Milan","3","6.33","7.17","1","0","0","0","0","0","0","1","0","0"
"4919","C","Baldursson","Bologna","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4935","C","Ladinetti","Cagliari","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4953","C","Palumbo","Juventus","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4975","C","Escalante","Lazio","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4995","C","Segre","Torino","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5286","C","Akpa Akpro","Lazio","6","5.33","5.25","0","0","0","0","0","0","0","1","0","0"
"5312","C","Leo' Sena","Spezia","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5346","C","Rojas","Bologna","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5420","C","Darboe","Roma","1","6","6","0","0","0","0","0","0","0","0","0","0"
"5444","C","Cortinovis","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5452","C","Damiani","Empoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5467","C","Boultam","Salernitana","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5469","C","Di Tacchio","Salernitana","16","5.56","5.34","0","0","0","0","0","0","0","3","0","1"
"5476","C","Kornvig","Spezia","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5485","C","Bjarkason","Venezia","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5489","C","Pecile","Venezia","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5516","C","Bianco","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5517","C","Yepes","Sampdoria","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5519","C","Sher","Spezia","1","6","6","0","0","0","0","0","0","0","0","0","0"
"5684","C","Toure' A.","Genoa","7","5.5","5.43","0","0","0","0","0","0","0","1","0","0"
"5689","C","Ihattaren","Sampdoria","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5725","C","Kone B.","Torino","1","5","5","0","0","0","0","0","0","0","0","0","0"
"5735","C","Volpato","Roma","1","7","10","1","0","0","0","0","0","0","0","0","0"
"5789","C","Praszelik","Verona","1","6","6","0","0","0","0","0","0","0","0","0","0"
"785","A","Immobile","Lazio","31","6.6","9.02","27","0","0","9","7","2","2","4","0","0"
"2531","A","Lukaku","Inter","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2610","A","Ronaldo","Juventus","1","6","5.5","0","0","0","0","0","0","0","1","0","0"
"531","A","Berardi","Sassuolo","33","6.71","8.33","15","0","0","6","6","0","13","9","0","0"
"2841","A","Vlahovic","Juventus","36","6.4","8.35","24","0","0","6","5","1","3","4","0","0"
"2764","A","Martinez L.","Inter","33","6.38","8.02","21","0","0","6","3","3","3","6","0","0"
"4661","A","Osimhen","Napoli","27","6.48","7.98","14","0","0","0","0","0","2","5","1","0"
"4510","A","Rafael Leao","Milan","34","6.63","7.84","11","0","0","0","0","0","10","4","0","0"
"410","A","Mertens","Napoli","25","6.46","7.8","11","0","0","1","1","0","1","2","0","0"
"1958","A","Caprari","Verona","34","6.54","7.75","12","0","0","2","2","0","7","4","0","0"
"2119","A","Deulofeu","Udinese","34","6.51","7.68","13","0","0","1","1","0","5","9","0","0"
"2137","A","Scamacca","Sassuolo","32","6.22","7.61","16","0","0","1","1","0","0","7","0","0"
"507","A","Muriel","Atalanta","26","6.37","7.69","9","0","0","2","2","0","8","1","0","0"
"608","A","Zapata D.","Atalanta","24","6.38","7.73","10","0","0","3","3","0","4","3","0","0"
"2061","A","Simeone","Verona","35","6.17","7.54","17","0","0","1","0","1","4","8","0","0"
"2544","A","Abraham","Roma","37","6.26","7.62","17","0","0","3","3","0","4","9","0","0"
"647","A","Dzeko","Inter","35","6.29","7.54","13","0","0","0","0","0","6","2","0","0"
"4200","A","Giroud","Milan","29","6.26","7.43","11","0","0","2","2","0","3","4","0","0"
"309","A","Dybala","Juventus","28","6.36","7.45","10","0","0","2","1","1","5","3","0","0"
"4268","A","Arnautovic","Bologna","32","6.28","7.44","14","0","0","3","2","1","1","6","0","0"
"409","A","Insigne","Napoli","32","6.3","7.17","11","0","0","13","9","4","8","2","0","0"
"441","A","Belotti","Torino","22","6.2","7.32","8","0","0","3","3","0","1","1","0","0"
"1874","A","Joao Pedro","Cagliari","37","6.07","7.03","13","0","0","4","3","1","4","9","0","0"
"2038","A","Pinamonti","Empoli","36","6.15","7.21","13","0","0","4","4","0","1","4","0","0"
"215","A","Verde","Spezia","33","6.29","7.08","8","0","0","2","1","1","6","2","0","0"
"472","A","Destro","Genoa","27","6.02","6.98","9","0","0","0","0","0","1","4","0","0"
"2489","A","Pedro","Lazio","32","6.25","7.14","9","0","0","0","0","0","4","5","0","0"
"2530","A","Ibrahimovic","Milan","18","6.42","7.53","8","0","0","1","0","1","2","2","0","1"
"4179","A","Gonzalez N.","Fiorentina","33","6.35","7.11","7","0","0","3","3","0","6","2","1","0"
"505","A","Bonazzoli","Salernitana","31","6.23","7.1","10","0","0","2","2","0","0","6","0","0"
"2719","A","Barrow","Bologna","33","6.06","6.79","6","0","0","0","0","0","6","0","0","0"
"4184","A","Brekalo","Torino","31","6.08","6.81","7","0","0","0","0","0","2","1","0","0"
"313","A","Morata","Juventus","35","6.1","6.91","9","0","0","1","1","0","4","5","0","0"
"2819","A","Caputo","Sampdoria","38","6","6.88","11","0","0","1","0","1","4","1","0","0"
"4371","A","Raspadori","Sassuolo","36","6.07","6.89","10","0","0","0","0","0","4","7","1","0"
"5694","A","Beto","Udinese","28","6.11","7.27","11","0","0","0","0","0","0","1","0","0"
"5786","A","Cabral","Fiorentina","12","6","6.54","2","0","0","0","0","0","1","1","0","0"
"495","A","Correa","Inter","26","6.06","6.75","6","0","0","0","0","0","1","2","0","0"
"4517","A","Lozano","Napoli","29","6.12","6.76","5","0","0","0","0","0","5","3","0","0"
"5676","A","Success","Udinese","19","6.26","6.82","2","0","0","0","0","0","6","1","1","0"
"2475","A","Sanchez","Inter","22","6.14","6.91","5","0","0","0","0","0","2","0","0","0"
"479","A","Sanabria","Torino","25","6.18","6.88","6","0","0","0","0","0","1","3","0","0"
"1857","A","Di Francesco F.","Empoli","25","6.12","6.68","5","0","0","0","0","0","0","2","0","0"
"5529","A","Henry","Venezia","32","6","6.69","9","0","0","0","0","0","2","4","1","2"
"5471","A","Djuric","Salernitana","32","6.05","6.55","5","0","0","1","1","0","4","6","0","0"
"407","A","Gabbiadini","Sampdoria","16","6.19","7.34","6","0","0","0","0","0","2","3","0","0"
"536","A","Politano","Napoli","31","6.13","6.5","3","0","0","0","0","0","4","3","0","0"
"652","A","Kalinic","Verona","13","6.08","6.88","4","0","0","0","0","0","1","3","1","0"
"2097","A","Kean","Juventus","25","5.96","6.56","5","0","0","0","0","0","2","5","0","0"
"5311","A","Shomurodov","Roma","20","6.1","6.72","3","0","0","0","0","0","4","2","0","0"
"5515","A","Okereke","Venezia","30","5.92","6.5","7","0","0","0","0","0","0","5","1","0"
"177","A","Ilicic","Atalanta","17","6.35","6.85","3","0","0","1","0","1","3","1","0","0"
"186","A","Rebic","Milan","22","6.07","6.39","2","0","0","0","0","0","2","2","0","0"
"5292","A","Lammers","Atalanta","1","6","6","0","0","0","0","0","0","0","0","0","0"
"247","A","Pavoletti","Cagliari","28","5.89","6.32","5","0","0","0","0","0","1","9","0","0"
"568","A","Quagliarella","Sampdoria","30","5.9","6.33","4","0","0","1","1","0","2","2","0","0"
"2756","A","Piatek","Fiorentina","13","5.96","6.42","3","0","0","1","0","1","0","0","0","0"
"2826","A","Pussetto","Udinese","25","5.94","6.44","4","0","0","1","1","0","2","4","0","0"
"4324","A","Okaka","Udinese","1","6.5","6.5","0","0","0","0","0","0","0","1","0","0"
"90","A","Lasagna","Verona","26","5.92","6.25","2","0","0","0","0","0","3","1","0","0"
"4477","A","La Mantia","Empoli","13","6.04","6.5","2","0","0","0","0","0","0","0","0","0"
"383","A","Petagna","Napoli","13","6.04","6.77","3","0","0","0","0","0","1","1","0","0"
"649","A","Manaj","Spezia","28","5.86","6.12","5","0","0","3","2","1","0","9","0","0"
"795","A","El Shaarawy","Roma","24","5.92","6.27","3","0","0","0","0","0","0","1","0","0"
"1998","A","Pjaca","Torino","20","5.95","6.4","3","0","0","0","0","0","0","0","0","0"
"4992","A","Gyasi","Spezia","36","5.78","6.08","6","0","0","0","0","0","0","10","0","1"
"5797","A","Nsame","Venezia","10","5.85","5.95","0","0","0","0","0","0","1","0","0","0"
